,run_no,predict,valid
0,1,mixed,mixed
1,1,mixed,mixed
2,1,mixed,smooth
3,1,mixed,mixed
4,1,mixed,mixed
5,1,mixed,mixed
6,1,mixed,mixed
7,1,mixed,mixed
8,1,mixed,mixed
9,1,rough,smooth
10,1,mixed,mixed
11,1,rough,rough
12,1,rough,rough
13,1,mixed,mixed
14,1,mixed,mixed
15,1,rough,smooth
16,1,mixed,mixed
17,1,mixed,water
18,1,mixed,mixed
19,1,mixed,mixed
20,1,mixed,mixed
21,1,mixed,mixed
22,1,mixed,mixed
23,1,rough,rough
24,1,mixed,mixed
25,1,mixed,mixed
26,1,mixed,mixed
27,1,mixed,smooth
28,1,mixed,mixed
29,1,mixed,mixed
30,1,mixed,mixed
31,1,mixed,mixed
32,1,mixed,mixed
33,1,rough,rough
34,1,smooth,mixed
35,1,mixed,water
36,1,smooth,mixed
37,1,mixed,rough
38,1,mixed,mixed
39,1,mixed,mixed
40,1,mixed,mixed
41,1,mixed,mixed
42,1,mixed,mixed
43,1,mixed,smooth
44,1,mixed,mixed
45,1,mixed,mixed
46,1,mixed,mixed
47,1,mixed,smooth
48,1,mixed,mixed
49,1,rough,rough
50,1,mixed,smooth
51,1,rough,rough
52,1,mixed,mixed
53,1,rough,smooth
54,1,mixed,rough
55,1,mixed,mixed
56,1,mixed,mixed
57,1,mixed,mixed
58,1,mixed,mixed
59,1,mixed,mixed
60,1,mixed,mixed
61,1,rough,rough
62,1,mixed,mixed
63,1,mixed,smooth
64,1,rough,rough
65,1,rough,rough
66,1,rough,rough
67,1,mixed,mixed
68,1,smooth,mixed
69,1,mixed,mixed
70,1,rough,rough
71,1,smooth,smooth
72,1,mixed,mixed
73,1,mixed,mixed
74,1,smooth,water
75,1,smooth,smooth
76,1,mixed,mixed
77,1,mixed,mixed
78,1,rough,rough
79,1,mixed,mixed
80,1,mixed,mixed
81,1,mixed,smooth
82,1,mixed,mixed
83,1,mixed,mixed
84,1,mixed,mixed
85,1,mixed,mixed
86,1,mixed,smooth
87,1,mixed,mixed
88,1,mixed,mixed
89,1,mixed,smooth
90,1,mixed,mixed
91,1,rough,rough
92,1,mixed,mixed
93,1,rough,rough
94,1,mixed,mixed
95,1,mixed,mixed
96,1,mixed,smooth
97,1,rough,rough
98,1,mixed,mixed
99,1,smooth,mixed
100,1,mixed,smooth
101,1,mixed,mixed
102,1,mixed,mixed
103,1,smooth,mixed
104,1,smooth,mixed
105,1,mixed,mixed
106,1,mixed,mixed
107,1,mixed,smooth
108,1,mixed,mixed
109,1,mixed,mixed
110,1,mixed,mixed
111,1,rough,rough
112,1,mixed,mixed
113,1,mixed,mixed
114,1,mixed,mixed
115,1,mixed,mixed
116,1,mixed,mixed
117,1,mixed,mixed
118,1,mixed,mixed
119,1,mixed,mixed
120,1,mixed,smooth
121,1,rough,rough
122,1,mixed,smooth
123,1,rough,rough
124,1,mixed,mixed
125,1,mixed,mixed
126,1,mixed,mixed
127,1,mixed,mixed
128,1,mixed,mixed
129,1,mixed,mixed
130,1,rough,rough
131,1,mixed,mixed
132,1,mixed,mixed
133,1,rough,rough
134,1,rough,rough
135,1,mixed,mixed
136,1,rough,rough
137,1,rough,smooth
138,1,rough,rough
139,1,mixed,mixed
140,1,mixed,mixed
141,1,mixed,mixed
142,1,mixed,mixed
143,1,mixed,mixed
144,1,mixed,mixed
145,1,mixed,smooth
146,1,mixed,mixed
147,1,rough,rough
148,1,mixed,smooth
149,1,rough,rough
150,2,mixed,smooth
151,2,mixed,mixed
152,2,rough,rough
153,2,mixed,mixed
154,2,rough,smooth
155,2,smooth,rough
156,2,mixed,mixed
157,2,mixed,mixed
158,2,rough,rough
159,2,mixed,smooth
160,2,smooth,smooth
161,2,mixed,mixed
162,2,smooth,mixed
163,2,mixed,mixed
164,2,mixed,smooth
165,2,mixed,mixed
166,2,mixed,smooth
167,2,smooth,rough
168,2,mixed,mixed
169,2,mixed,smooth
170,2,smooth,rough
171,2,rough,rough
172,2,mixed,mixed
173,2,mixed,mixed
174,2,mixed,mixed
175,2,mixed,mixed
176,2,mixed,mixed
177,2,mixed,mixed
178,2,mixed,mixed
179,2,mixed,water
180,2,rough,rough
181,2,rough,rough
182,2,mixed,water
183,2,mixed,water
184,2,mixed,mixed
185,2,rough,rough
186,2,mixed,mixed
187,2,mixed,mixed
188,2,mixed,smooth
189,2,mixed,mixed
190,2,rough,rough
191,2,mixed,mixed
192,2,mixed,mixed
193,2,mixed,mixed
194,2,mixed,mixed
195,2,mixed,water
196,2,mixed,mixed
197,2,mixed,mixed
198,2,mixed,mixed
199,2,mixed,mixed
200,2,mixed,smooth
201,2,rough,rough
202,2,mixed,mixed
203,2,mixed,mixed
204,2,mixed,mixed
205,2,mixed,mixed
206,2,mixed,smooth
207,2,mixed,mixed
208,2,rough,rough
209,2,mixed,mixed
210,2,mixed,mixed
211,2,mixed,mixed
212,2,mixed,mixed
213,2,mixed,mixed
214,2,rough,rough
215,2,mixed,mixed
216,2,mixed,smooth
217,2,mixed,mixed
218,2,mixed,mixed
219,2,mixed,mixed
220,2,mixed,mixed
221,2,mixed,mixed
222,2,mixed,smooth
223,2,mixed,smooth
224,2,mixed,smooth
225,2,mixed,mixed
226,2,smooth,smooth
227,2,smooth,smooth
228,2,rough,rough
229,2,mixed,smooth
230,2,mixed,smooth
231,2,mixed,mixed
232,2,smooth,mixed
233,2,mixed,smooth
234,2,mixed,mixed
235,2,mixed,smooth
236,2,mixed,mixed
237,2,mixed,mixed
238,2,mixed,smooth
239,2,rough,rough
240,2,rough,rough
241,2,mixed,smooth
242,2,rough,rough
243,2,mixed,mixed
244,2,mixed,mixed
245,2,mixed,mixed
246,2,rough,rough
247,2,mixed,mixed
248,2,mixed,mixed
249,2,mixed,mixed
250,2,smooth,mixed
251,2,mixed,mixed
252,2,mixed,mixed
253,2,mixed,mixed
254,2,mixed,mixed
255,2,mixed,mixed
256,2,mixed,mixed
257,2,rough,rough
258,2,mixed,mixed
259,2,smooth,mixed
260,2,mixed,mixed
261,2,mixed,mixed
262,2,smooth,mixed
263,2,mixed,mixed
264,2,mixed,mixed
265,2,mixed,mixed
266,2,mixed,water
267,2,mixed,mixed
268,2,mixed,mixed
269,2,mixed,mixed
270,2,mixed,smooth
