,run_no,predict,valid
0,1,smooth,smooth
1,1,rough,smooth
2,1,smooth,smooth
3,1,smooth,smooth
4,1,smooth,smooth
5,1,rough,rough
6,1,smooth,smooth
7,1,smooth,smooth
8,1,smooth,smooth
9,1,rough,rough
10,1,rough,rough
11,1,rough,smooth
12,1,rough,rough
13,1,rough,rough
14,1,smooth,smooth
15,1,smooth,smooth
16,1,rough,rough
17,1,rough,rough
18,1,rough,smooth
19,1,smooth,rough
20,1,rough,rough
21,1,smooth,smooth
22,1,rough,rough
23,1,smooth,smooth
24,1,rough,rough
25,1,smooth,smooth
26,1,smooth,smooth
27,1,rough,rough
28,1,smooth,smooth
29,1,smooth,smooth
30,1,smooth,smooth
31,1,rough,rough
32,1,smooth,smooth
33,1,rough,rough
34,1,rough,rough
35,1,smooth,smooth
36,1,rough,rough
37,1,rough,rough
38,1,rough,rough
39,1,smooth,smooth
40,1,smooth,smooth
41,1,smooth,smooth
42,1,smooth,smooth
43,1,rough,rough
44,1,smooth,smooth
45,1,rough,rough
46,1,rough,rough
47,1,rough,rough
48,2,rough,rough
49,2,rough,smooth
50,2,rough,rough
51,2,smooth,smooth
52,2,smooth,smooth
53,2,rough,rough
54,2,smooth,smooth
55,2,rough,rough
56,2,rough,rough
57,2,smooth,smooth
58,2,smooth,smooth
59,2,rough,rough
60,2,smooth,smooth
61,2,smooth,smooth
62,2,smooth,rough
63,2,smooth,smooth
64,2,rough,smooth
65,2,smooth,rough
66,2,smooth,smooth
67,2,rough,rough
68,2,rough,rough
69,2,smooth,smooth
70,2,rough,rough
71,2,rough,rough
72,2,rough,rough
73,2,rough,rough
74,2,smooth,smooth
75,2,rough,rough
76,2,rough,smooth
77,2,rough,rough
78,2,rough,rough
79,2,smooth,smooth
80,2,rough,smooth
81,2,rough,rough
82,2,smooth,smooth
83,2,smooth,smooth
84,2,rough,rough
85,2,rough,rough
86,2,smooth,smooth
87,2,smooth,smooth
88,2,smooth,rough
89,2,rough,rough
90,2,rough,rough
91,2,rough,rough
92,2,smooth,smooth
93,2,smooth,smooth
94,2,rough,rough
95,2,rough,rough
96,3,smooth,smooth
97,3,smooth,rough
98,3,rough,rough
99,3,rough,rough
100,3,rough,rough
101,3,smooth,smooth
102,3,smooth,smooth
103,3,smooth,smooth
104,3,smooth,smooth
105,3,smooth,smooth
106,3,smooth,smooth
107,3,smooth,smooth
108,3,rough,rough
109,3,rough,smooth
110,3,rough,rough
111,3,smooth,rough
112,3,smooth,smooth
113,3,smooth,smooth
114,3,rough,rough
115,3,rough,rough
116,3,smooth,smooth
117,3,rough,rough
118,3,smooth,smooth
119,3,smooth,smooth
120,3,rough,rough
121,3,smooth,smooth
122,3,rough,rough
123,3,smooth,smooth
124,3,rough,rough
125,3,rough,rough
126,3,rough,rough
127,3,smooth,smooth
128,3,rough,rough
129,3,rough,rough
130,3,smooth,smooth
131,3,smooth,smooth
132,3,smooth,smooth
133,3,smooth,rough
134,3,rough,rough
135,3,smooth,smooth
136,3,rough,rough
137,3,smooth,smooth
138,3,smooth,rough
139,3,rough,rough
140,3,rough,rough
141,3,smooth,rough
142,3,smooth,smooth
143,3,smooth,smooth
144,4,smooth,smooth
145,4,smooth,smooth
