,run_no,predict,valid
0,1,smooth,rough
1,1,rough,rough
2,1,rough,rough
3,1,rough,rough
4,1,rough,rough
5,1,rough,rough
6,1,rough,rough
7,1,smooth,smooth
8,1,smooth,smooth
9,1,rough,rough
10,1,rough,smooth
11,1,rough,smooth
12,1,smooth,rough
13,1,rough,rough
14,1,smooth,smooth
15,1,rough,rough
16,1,rough,rough
17,1,smooth,rough
18,1,rough,rough
19,1,smooth,rough
20,1,smooth,rough
21,1,smooth,smooth
22,1,rough,rough
23,1,rough,rough
24,1,rough,rough
25,1,rough,smooth
26,1,rough,rough
27,1,rough,rough
28,1,rough,rough
29,1,smooth,smooth
30,1,smooth,smooth
31,1,smooth,smooth
32,1,rough,smooth
33,1,smooth,rough
34,1,rough,rough
35,1,smooth,smooth
36,1,rough,smooth
37,1,smooth,rough
38,1,smooth,smooth
39,1,rough,smooth
40,1,smooth,rough
41,1,smooth,rough
42,1,rough,rough
43,1,smooth,rough
44,1,smooth,smooth
45,1,smooth,smooth
46,1,smooth,smooth
47,2,smooth,rough
48,2,smooth,smooth
49,2,smooth,smooth
50,2,rough,rough
51,2,smooth,rough
52,2,rough,smooth
53,2,rough,rough
54,2,smooth,smooth
55,2,rough,rough
56,2,smooth,smooth
57,2,rough,rough
58,2,rough,rough
59,2,smooth,smooth
60,2,rough,rough
61,2,smooth,smooth
62,2,rough,rough
63,2,smooth,smooth
64,2,rough,rough
65,2,rough,rough
66,2,rough,rough
67,2,rough,rough
68,2,smooth,smooth
69,2,smooth,smooth
70,2,smooth,smooth
71,2,smooth,rough
72,2,smooth,smooth
73,2,smooth,smooth
74,2,smooth,smooth
75,2,rough,smooth
76,2,rough,smooth
77,2,rough,rough
78,2,rough,smooth
79,2,rough,rough
80,2,smooth,rough
81,2,smooth,smooth
82,2,smooth,smooth
83,2,rough,rough
84,2,smooth,smooth
85,2,smooth,smooth
86,2,smooth,smooth
87,2,rough,rough
88,2,smooth,smooth
89,2,smooth,rough
90,2,rough,smooth
91,2,smooth,smooth
92,2,rough,smooth
93,2,smooth,rough
94,3,smooth,smooth
95,3,rough,smooth
96,3,rough,rough
97,3,rough,smooth
98,3,smooth,rough
99,3,rough,rough
100,3,smooth,smooth
101,3,rough,rough
102,3,smooth,smooth
103,3,smooth,rough
104,3,smooth,smooth
105,3,rough,smooth
106,3,smooth,smooth
107,3,rough,smooth
108,3,smooth,smooth
109,3,smooth,smooth
110,3,rough,rough
111,3,rough,smooth
112,3,smooth,smooth
113,3,rough,smooth
114,3,rough,rough
115,3,smooth,smooth
116,3,smooth,smooth
117,3,rough,rough
118,3,smooth,smooth
119,3,smooth,rough
120,3,smooth,rough
121,3,smooth,smooth
122,3,smooth,rough
123,3,smooth,smooth
124,3,smooth,smooth
125,3,rough,rough
126,3,smooth,smooth
127,3,smooth,smooth
128,3,smooth,rough
129,3,smooth,smooth
130,3,rough,rough
131,3,rough,smooth
132,3,rough,rough
133,3,smooth,smooth
134,3,rough,rough
135,3,rough,rough
136,3,rough,smooth
137,3,smooth,rough
138,3,smooth,smooth
139,3,smooth,smooth
140,3,smooth,rough
141,4,smooth,rough
142,4,smooth,rough
143,4,rough,rough
144,4,rough,rough
145,4,rough,rough
146,4,smooth,smooth
147,4,smooth,smooth
148,4,rough,rough
149,4,smooth,smooth
150,4,rough,rough
151,4,rough,rough
152,4,rough,rough
153,4,smooth,rough
154,4,rough,rough
155,4,rough,rough
156,4,smooth,rough
157,4,smooth,smooth
158,4,smooth,rough
159,4,rough,rough
160,4,rough,rough
161,4,smooth,smooth
162,4,smooth,smooth
163,4,smooth,smooth
164,4,smooth,smooth
165,4,smooth,smooth
166,4,rough,rough
167,4,smooth,smooth
168,4,smooth,smooth
169,4,smooth,smooth
170,4,smooth,smooth
171,4,rough,rough
172,4,rough,rough
173,4,rough,smooth
174,4,rough,rough
175,4,smooth,rough
176,4,smooth,smooth
177,4,rough,smooth
178,4,smooth,smooth
179,4,smooth,smooth
180,4,smooth,smooth
181,4,rough,rough
182,4,smooth,smooth
183,4,smooth,rough
184,4,rough,smooth
185,4,smooth,smooth
186,4,rough,rough
187,4,rough,rough
188,5,smooth,rough
189,5,smooth,rough
190,5,rough,rough
191,5,rough,rough
192,5,rough,rough
193,5,smooth,smooth
194,5,smooth,smooth
195,5,rough,rough
196,5,rough,rough
197,5,rough,rough
198,5,rough,rough
199,5,rough,rough
200,5,rough,rough
201,5,smooth,smooth
202,5,smooth,smooth
203,5,rough,rough
204,5,rough,rough
205,5,rough,rough
206,5,smooth,smooth
207,5,rough,rough
208,5,rough,rough
209,5,rough,smooth
210,5,rough,smooth
211,5,rough,smooth
212,5,smooth,smooth
213,5,smooth,smooth
214,5,smooth,smooth
215,5,rough,smooth
216,5,rough,smooth
217,5,rough,rough
218,5,rough,rough
219,5,rough,rough
220,5,smooth,smooth
221,5,rough,smooth
222,5,rough,rough
223,5,smooth,smooth
224,5,rough,rough
225,5,smooth,smooth
226,5,smooth,rough
227,5,rough,rough
228,5,smooth,smooth
229,5,rough,rough
230,5,smooth,smooth
231,5,smooth,smooth
232,5,smooth,rough
233,5,rough,smooth
234,5,smooth,smooth
235,6,smooth,smooth
236,6,rough,rough
237,6,smooth,smooth
238,6,smooth,smooth
239,6,smooth,smooth
240,6,rough,rough
241,6,rough,smooth
242,6,smooth,smooth
243,6,smooth,smooth
244,6,smooth,smooth
245,6,smooth,smooth
246,6,smooth,smooth
247,6,smooth,smooth
248,6,rough,rough
249,6,smooth,smooth
250,6,rough,rough
251,6,rough,rough
252,6,smooth,smooth
253,6,rough,rough
254,6,rough,rough
255,6,smooth,smooth
256,6,rough,smooth
257,6,rough,smooth
258,6,rough,rough
259,6,smooth,smooth
260,6,smooth,smooth
261,6,smooth,rough
262,6,rough,rough
263,6,smooth,rough
264,6,rough,rough
265,6,rough,smooth
266,6,rough,rough
267,6,smooth,smooth
268,6,rough,smooth
269,6,rough,rough
270,6,rough,rough
271,6,smooth,rough
272,6,rough,rough
273,6,smooth,smooth
274,6,smooth,smooth
275,6,rough,rough
276,6,rough,rough
277,6,rough,smooth
278,6,rough,rough
279,6,rough,rough
280,6,rough,rough
281,6,smooth,rough
282,7,smooth,smooth
283,7,smooth,smooth
284,7,rough,smooth
285,7,rough,rough
286,7,smooth,rough
287,7,rough,rough
288,7,rough,rough
289,7,smooth,smooth
290,7,rough,rough
291,7,rough,rough
292,7,rough,rough
293,7,rough,smooth
294,7,rough,rough
295,7,smooth,smooth
296,7,smooth,smooth
297,7,smooth,smooth
298,7,rough,smooth
299,7,rough,rough
300,7,rough,rough
301,7,smooth,smooth
302,7,smooth,smooth
303,7,rough,rough
304,7,rough,smooth
305,7,rough,smooth
306,7,smooth,rough
307,7,rough,smooth
308,7,rough,rough
309,7,smooth,rough
310,7,rough,rough
311,7,rough,rough
312,7,rough,rough
313,7,rough,rough
314,7,smooth,rough
315,7,rough,smooth
316,7,smooth,rough
317,7,rough,smooth
318,7,smooth,smooth
319,7,smooth,smooth
320,7,rough,rough
321,7,rough,smooth
322,7,rough,smooth
323,7,rough,rough
324,7,rough,rough
325,7,smooth,smooth
326,7,smooth,rough
327,7,smooth,smooth
328,7,rough,smooth
329,8,rough,rough
330,8,rough,rough
331,8,smooth,smooth
332,8,smooth,smooth
333,8,rough,smooth
334,8,rough,rough
335,8,smooth,smooth
336,8,rough,rough
337,8,smooth,smooth
338,8,smooth,smooth
339,8,rough,smooth
340,8,smooth,smooth
341,8,rough,rough
342,8,rough,rough
343,8,smooth,smooth
344,8,smooth,smooth
345,8,rough,rough
346,8,smooth,rough
347,8,smooth,smooth
348,8,rough,rough
349,8,rough,smooth
350,8,smooth,smooth
351,8,rough,rough
352,8,smooth,rough
353,8,rough,rough
354,8,rough,smooth
355,8,rough,rough
356,8,rough,smooth
357,8,rough,smooth
358,8,rough,smooth
359,8,rough,smooth
360,8,rough,rough
361,8,rough,smooth
362,8,smooth,rough
363,8,rough,smooth
364,8,smooth,smooth
365,8,smooth,smooth
366,8,smooth,rough
367,8,rough,rough
368,8,smooth,rough
369,8,rough,smooth
370,8,rough,smooth
371,8,rough,rough
372,8,rough,rough
373,8,rough,smooth
374,8,rough,rough
375,8,rough,rough
376,9,smooth,smooth
377,9,rough,rough
378,9,rough,rough
379,9,smooth,rough
380,9,rough,rough
381,9,rough,smooth
382,9,rough,smooth
383,9,rough,smooth
384,9,rough,smooth
385,9,smooth,smooth
386,9,smooth,smooth
387,9,rough,rough
